nm,n,k,
3193.357816,1.459386,0.000165472,
3193.867774,1.459354,0.000169585,
3194.377895,1.459322,0.000173796,
3194.888179,1.459289,0.000178106,
3195.398626,1.459257,0.00018252,
3195.909236,1.459224,0.000187037,
3196.42001,1.459191,0.00019166,
3196.930946,1.459158,0.000196393,
3197.442046,1.459124,0.000201237,
3197.95331,1.45909,0.000206194,
3198.464737,1.459056,0.000211265,
3198.976328,1.459022,0.000216455,
3199.488082,1.458988,0.000221764,
3200,1.458953,0.000227195,
3200.512082,1.458918,0.000232751,
3201.024328,1.458883,0.000238435,
3201.536738,1.458848,0.000244246,
3202.049312,1.458813,0.000250189,
3202.56205,1.458777,0.00025627,
3203.074952,1.458741,0.000262486,
3203.588019,1.458705,0.000268841,
3204.10125,1.458668,0.000275337,
3204.614645,1.458632,0.000281981,
3205.128205,1.458595,0.00028877,
3205.64193,1.458558,0.000295712,
3206.155819,1.45852,0.000302805,
3206.669873,1.458483,0.000310055,
3207.184092,1.458445,0.000317463,
3207.698476,1.458407,0.000325031,
3208.213025,1.458368,0.000332767,
3208.727739,1.45833,0.000340667,
3209.242619,1.458291,0.000348739,
3209.757663,1.458252,0.000356984,
3210.272873,1.458212,0.000365407,
3210.788249,1.458173,0.000374009,
3211.303789,1.458133,0.000382791,
3211.819496,1.458093,0.000391764,
3212.335368,1.458053,0.000400922,
3212.851406,1.458012,0.000410273,
3213.367609,1.457971,0.00041982,
3213.883979,1.45793,0.000429567,
3214.400514,1.457889,0.000439516,
3214.917216,1.457847,0.000449667,
3215.434084,1.457805,0.000460032,
3215.951118,1.457763,0.000470607,
3216.468318,1.45772,0.000481397,
3216.985684,1.457678,0.000492408,
3217.503218,1.457635,0.000503637,
3218.020917,1.457592,0.000515098,
3218.538783,1.457548,0.00052679,
3219.056816,1.457504,0.000538712,
3219.575016,1.45746,0.000550872,
3220.093383,1.457416,0.000563274,
3220.611916,1.457371,0.000575921,
3221.130617,1.457326,0.000588817,
3221.649485,1.457281,0.000601962,
3222.168519,1.457236,0.000615368,
3222.687722,1.45719,0.00062903,
3223.207091,1.457144,0.000642957,
3223.726628,1.457098,0.000657153,
3224.246332,1.457051,0.000671621,
3224.766204,1.457005,0.000686366,
3225.286244,1.456958,0.000701391,
3225.806452,1.45691,0.000716696,
3226.326827,1.456863,0.000732289,
3226.84737,1.456815,0.000748181,
3227.368081,1.456766,0.000764364,
3227.888961,1.456718,0.000780841,
3228.410008,1.456669,0.00079763,
3228.931224,1.45662,0.000814729,
3229.452608,1.456571,0.000832135,
3229.97416,1.456521,0.000849865,
3230.495881,1.456471,0.000867911,
3231.017771,1.456421,0.000886283,
3231.539829,1.45637,0.000904986,
3232.062056,1.45632,0.000924024,
3232.584451,1.456268,0.000943394,
3233.107016,1.456217,0.000963115,
3233.629749,1.456165,0.000983177,
3234.152652,1.456113,0.001003599,
3234.675724,1.456061,0.00102437,
3235.198965,1.456009,0.001045502,
3235.722375,1.455956,0.001067,
3236.245955,1.455903,0.00108886,
3236.769704,1.455849,0.001111103,
3237.293623,1.455795,0.001133717,
3237.817711,1.455741,0.001156722,
3238.341969,1.455687,0.001180107,
3238.866397,1.455632,0.001203884,
3239.390994,1.455577,0.001228059,
3239.915762,1.455522,0.001252634,
3240.4407,1.455467,0.001277607,
3240.965808,1.455411,0.001302999,
3241.491086,1.455355,0.001328796,
3242.016534,1.455298,0.001355022,
3242.542153,1.455242,0.001381663,
3243.067942,1.455185,0.001408732,
3243.593902,1.455127,0.001436233,
3244.120032,1.45507,0.001464172,
3244.646334,1.455012,0.001492543,
3245.172805,1.454953,0.00152137,
3245.699448,1.454895,0.001550637,
3246.226262,1.454836,0.00158036,
3246.753247,1.454777,0.001610553,
3247.280403,1.454717,0.001641199,
3247.80773,1.454657,0.001672314,
3248.335228,1.454597,0.001703891,
3248.862898,1.454537,0.001735957,
3249.390739,1.454476,0.001768505,
3249.918752,1.454415,0.001801528,
3250.446936,1.454353,0.001835041,
3250.975293,1.454292,0.001869051,
3251.503821,1.45423,0.001903573,
3252.03252,1.454167,0.001938588,
3252.561392,1.454104,0.001974099,
3253.090436,1.454041,0.002010137,
3253.619652,1.453978,0.002046694,
3254.14904,1.453914,0.002083761,
3254.6786,1.45385,0.002121356,
3255.208333,1.453785,0.002159499,
3255.738239,1.45372,0.002198166,
3256.268317,1.453655,0.002237376,
3256.798567,1.45359,0.002277135,
3257.32899,1.453524,0.002317434,
3257.859586,1.453457,0.002358308,
3258.390355,1.45339,0.002399747,
3258.921297,1.453323,0.002441743,
3259.452412,1.453256,0.002484317,
3259.9837,1.453188,0.002527491,
3260.515161,1.453119,0.002571241,
3261.046796,1.45305,0.002615591,
3261.578604,1.452981,0.002660531,
3262.110586,1.452911,0.002706102,
3262.642741,1.452841,0.002752298,
3263.175069,1.45277,0.00279911,
3263.707572,1.452699,0.002846583,
3264.240248,1.452627,0.002894693,
3264.773098,1.452555,0.002943469,
3265.306122,1.452482,0.002992923,
3265.839321,1.452409,0.00304307,
3266.372693,1.452335,0.003093923,
3266.90624,1.45226,0.003145498,
3267.439961,1.452185,0.003197813,
3267.973856,1.452109,0.003250866,
3268.507926,1.452033,0.003304716,
3269.042171,1.451956,0.003359345,
3269.57659,1.451878,0.003414796,
3270.111184,1.4518,0.003471093,
3270.645953,1.45172,0.003528265,
3271.180896,1.45164,0.003586339,
3271.716015,1.45156,0.003645347,
3272.251309,1.451478,0.003705324,
3272.786778,1.451396,0.003766282,
3273.322422,1.451312,0.003828305,
3273.858242,1.451228,0.00389139,
3274.394237,1.451143,0.003955604,
3274.930408,1.451057,0.004021018,
3275.466754,1.45097,0.004087635,
3276.003276,1.450883,0.004155535,
3276.539974,1.450794,0.004224773,
3277.076847,1.450704,0.004295412,
3277.613897,1.450613,0.004367516,
3278.151123,1.450521,0.004441126,
3278.688525,1.450428,0.004516368,
3279.226103,1.450334,0.004593264,
3279.763857,1.450239,0.004671892,
3280.301788,1.450143,0.00475245,
3280.839895,1.450046,0.004834851,
3281.378179,1.449948,0.004919304,
3281.916639,1.449848,0.005005905,
3282.455277,1.449748,0.005094689,
3282.994091,1.449647,0.005185756,
3283.533082,1.449544,0.005279275,
3284.07225,1.449441,0.005375286,
3284.611595,1.449337,0.005473968,
3285.151117,1.449231,0.005575361,
3285.690816,1.449125,0.005679576,
3286.230693,1.449018,0.005786883,
3286.770748,1.448911,0.005897163,
3287.31098,1.448802,0.006010691,
3287.851389,1.448693,0.006127585,
3288.391976,1.448584,0.006247788,
3288.932741,1.448474,0.006371675,
3289.473684,1.448364,0.006499182,
3290.014805,1.448253,0.006630415,
3290.556104,1.448143,0.006765574,
3291.097581,1.448033,0.006904662,
3291.639236,1.447923,0.00704777,
3292.18107,1.447813,0.007195199,
3292.723082,1.447704,0.007346712,
3293.265273,1.447595,0.007502599,
3293.807642,1.447488,0.007662929,
3294.350189,1.447381,0.007827525,
3294.892916,1.447276,0.007996787,
3295.435821,1.447172,0.008170514,
3295.978906,1.44707,0.008348723,
3296.522169,1.44697,0.008531554,
3297.065612,1.446871,0.008718873,
3297.609233,1.446776,0.0089108,
3298.153034,1.446682,0.009107169,
3298.697015,1.446591,0.00930793,
3299.241175,1.446504,0.00951317,
3299.785514,1.446419,0.009722822,
3300.330033,1.446338,0.00993665,
3300.874732,1.44626,0.010154548,
3301.41961,1.446186,0.01037656,
3301.964669,1.446116,0.010602564,
3302.509908,1.44605,0.010832092,
3303.055326,1.445988,0.011065491,
3303.600925,1.445931,0.011302098,
3304.146704,1.445878,0.011542256,
3304.692664,1.44583,0.011785275,
3305.238804,1.445786,0.01203132,
3305.785124,1.445748,0.012280211,
3306.331625,1.445714,0.012531588,
3306.878307,1.445686,0.012785264,
3307.42517,1.445662,0.013041241,
3307.972213,1.445643,0.013299347,
3308.519438,1.44563,0.01355923,
3309.066843,1.445622,0.013820733,
3309.61443,1.445618,0.014083896,
3310.162198,1.44562,0.014348402,
3310.710147,1.445626,0.014614325,
3311.258278,1.445638,0.014881378,
3311.80659,1.445654,0.015149676,
3312.355084,1.445675,0.015418969,
3312.90376,1.445701,0.015689414,
3313.452618,1.445732,0.015960804,
3314.001657,1.445767,0.016233145,
3314.550878,1.445807,0.01650666,
3315.100282,1.445852,0.016781396,
3315.649867,1.445901,0.017057223,
3316.199635,1.445955,0.01733422,
3316.749585,1.446014,0.017612678,
3317.299718,1.446078,0.017892498,
3317.850033,1.446147,0.018173987,
3318.400531,1.446221,0.018457048,
3318.951211,1.446301,0.018741983,
3319.502075,1.446386,0.019028676,
3320.053121,1.446477,0.019317402,
3320.60435,1.446575,0.019607999,
3321.155762,1.446679,0.019900688,
3321.707358,1.446791,0.020195236,
3322.259136,1.44691,0.020491572,
3322.811098,1.447037,0.020789782,
3323.363244,1.447173,0.021089687,
3323.915573,1.447318,0.021390829,
3324.468085,1.447472,0.02169289,
3325.020781,1.447637,0.021995691,
3325.573661,1.447813,0.022298764,
3326.126725,1.448,0.022601128,
3326.679973,1.448199,0.022902788,
3327.233405,1.44841,0.023202597,
3327.787022,1.448633,0.023499755,
3328.340822,1.44887,0.023793591,
3328.894807,1.44912,0.024082938,
3329.448976,1.449384,0.024366775,
3330.00333,1.449662,0.024644403,
3330.557868,1.449953,0.024914091,
3331.112592,1.450258,0.025175036,
3331.6675,1.450576,0.025426007,
3332.222592,1.450908,0.025665582,
3332.77787,1.451252,0.025892526,
3333.333333,1.451608,0.026105757,
3333.888981,1.451976,0.026304042,
3334.444815,1.452354,0.026486065,
3335.000834,1.452741,0.026650719,
3335.557038,1.453137,0.02679707,
3336.113428,1.45354,0.026924051,
3336.670003,1.453949,0.027030886,
3337.226765,1.454363,0.027116808,
3337.783712,1.454778,0.027181097,
3338.340845,1.455196,0.027223411,
3338.898164,1.455612,0.027243329,
3339.455669,1.456026,0.027240724,
3340.01336,1.456435,0.027215591,
3340.571238,1.456839,0.027168081,
3341.129302,1.457235,0.027098502,
3341.687552,1.457621,0.027007406,
3342.245989,1.457996,0.0268954,
3342.804613,1.458357,0.026763398,
3343.363424,1.458704,0.026612415,
3343.922421,1.459035,0.026443491,
3344.481605,1.459348,0.026257891,
3345.040977,1.459641,0.026057161,
3345.600535,1.459915,0.025842847,
3346.160281,1.460167,0.02561643,
3346.720214,1.460397,0.025379622,
3347.280335,1.460605,0.025134378,
3347.840643,1.460788,0.024882555,
3348.401138,1.460948,0.024625865,
3348.961822,1.461083,0.024366393,
3349.522693,1.461194,0.024105876,
3350.083752,1.46128,0.023846402,
3350.644999,1.461343,0.023589673,
3351.206434,1.461382,0.023337713,
3351.768058,1.461397,0.023092142,
3352.329869,1.461391,0.02285486,
3352.891869,1.461362,0.022627361,
3353.454058,1.461312,0.022411379,
3354.016435,1.461243,0.022208245,
3354.579,1.461155,0.022019487,
3355.141755,1.461049,0.021846257,
3355.704698,1.460927,0.021689849,
3356.26783,1.460789,0.021551222,
3356.831151,1.460639,0.021431424,
3357.394662,1.460476,0.02133128,
3357.958361,1.460302,0.021251449,
3358.52225,1.460119,0.021192574,
3359.086329,1.459929,0.021155211,
3359.650596,1.459732,0.021139743,
3360.215054,1.459531,0.021146489,
3360.779701,1.459326,0.021175637,
3361.344538,1.45912,0.021227323,
3361.909565,1.458914,0.021301537,
3362.474781,1.458708,0.021398273,
3363.040188,1.458506,0.021517414,
3363.605785,1.458308,0.021658656,
3364.171573,1.458115,0.021821684,
3364.73755,1.457929,0.022006245,
3365.303719,1.457751,0.022211925,
3365.870077,1.457583,0.022437919,
3366.436627,1.457426,0.022684129,
3367.003367,1.457281,0.022949607,
3367.570298,1.457149,0.023233645,
3368.13742,1.457031,0.023535687,
3368.704733,1.456929,0.023854717,
3369.272237,1.456844,0.024190087,
3369.839933,1.456776,0.024540639,
3370.407819,1.456728,0.02490563,
3370.975898,1.456698,0.025283769,
3371.544167,1.456689,0.025674216,
3372.112629,1.456702,0.02607555,
3372.681282,1.456737,0.026486839,
3373.250126,1.456795,0.026906536,
3373.819163,1.456876,0.027333618,
3374.388392,1.456981,0.027766428,
3374.957813,1.457111,0.028203852,
3375.527426,1.457267,0.028644139,
3376.097232,1.457448,0.029086096,
3376.667229,1.457654,0.029527893,
3377.23742,1.457886,0.029968276,
3377.807803,1.458145,0.030405359,
3378.378378,1.458429,0.03083784,
3378.949147,1.45874,0.031263812,
3379.520108,1.459075,0.031681666,
3380.091262,1.459437,0.032090349,
3380.66261,1.459823,0.032487423,
3381.23415,1.460233,0.03287186,
3381.805884,1.460667,0.033242092,
3382.377812,1.461124,0.033596347,
3382.949932,1.461603,0.033933395,
3383.522247,1.462102,0.034251587,
3384.094755,1.462622,0.034549788,
3384.667456,1.463161,0.034826508,
3385.240352,1.463716,0.03508057,
3385.813442,1.464288,0.035311031,
3386.386725,1.464875,0.035516847,
3386.960203,1.465474,0.035696958,
3387.533875,1.466085,0.035850675,
3388.107742,1.466706,0.035977197,
3388.681803,1.467335,0.03607597,
3389.256058,1.467971,0.036146642,
3389.830508,1.468611,0.036188733,
3390.405153,1.469254,0.036202122,
3390.979993,1.469898,0.036186697,
3391.555028,1.470542,0.036142517,
3392.130258,1.471183,0.036069783,
3392.705683,1.471821,0.035968666,
3393.281303,1.472452,0.03583979,
3393.857119,1.473076,0.035683548,
3394.43313,1.473691,0.035500567,
3395.009336,1.474295,0.035291731,
3395.585739,1.474887,0.035057934,
3396.162337,1.475465,0.034799795,
3396.73913,1.476029,0.034518892,
3397.31612,1.476576,0.034216,
3397.893306,1.477107,0.033892306,
3398.470688,1.477619,0.0335493,
3399.048266,1.478112,0.033188082,
3399.626041,1.478585,0.032810272,
3400.204012,1.479037,0.0324173,
3400.78218,1.479468,0.032010342,
3401.360544,1.479877,0.031590848,
3401.939105,1.480264,0.031160574,
3402.517863,1.480629,0.030720705,
3403.096818,1.48097,0.030273005,
3403.67597,1.481289,0.029818933,
3404.255319,1.481586,0.029359299,
3404.834866,1.48186,0.028896429,
3405.414609,1.482111,0.028431061,
3405.99455,1.482341,0.027964507,
3406.574689,1.482549,0.027498345,
3407.155026,1.482737,0.027033472,
3407.73556,1.482903,0.026571346,
3408.316292,1.48305,0.02611274,
3408.897222,1.483177,0.025658977,
3409.47835,1.483287,0.025210695,
3410.059676,1.483378,0.024769066,
3410.641201,1.483452,0.024334879,
3411.222923,1.483511,0.023908276,
3411.804845,1.483554,0.023490762,
3412.386965,1.483583,0.023082062,
3412.969283,1.483599,0.022683492,
3413.551801,1.483602,0.022294668,
3414.134517,1.483594,0.02191672,
3414.717432,1.483575,0.021549165,
3415.300546,1.483546,0.021192949,
3415.88386,1.483508,0.020847504,
3416.467373,1.483463,0.020513605,
3417.051085,1.48341,0.020190609,
3417.634997,1.483351,0.019878931,
3418.219108,1.483286,0.01957848,
3418.803419,1.483216,0.019288931,
3419.38793,1.483142,0.019010309,
3419.97264,1.483065,0.018742222,
3420.557551,1.482985,0.018484607,
3421.142662,1.482903,0.018237022,
3421.727973,1.482819,0.017999177,
3422.313484,1.482734,0.017770912,
3422.899196,1.482648,0.017551875,
3423.485108,1.482563,0.017341566,
3424.071221,1.482477,0.017139756,
3424.657534,1.482392,0.016945936,
3425.244049,1.482308,0.016759729,
3425.830764,1.482225,0.016580874,
3426.41768,1.482144,0.016408978,
3427.004798,1.482064,0.016243542,
3427.592117,1.481986,0.01608419,
3428.179637,1.48191,0.015930656,
3428.767358,1.481836,0.015782566,
3429.355281,1.481765,0.01563937,
3429.943406,1.481696,0.015501008,
3430.531732,1.481629,0.015366954,
3431.120261,1.481565,0.015236889,
3431.708991,1.481504,0.01511059,
3432.297923,1.481444,0.014987678,
3432.887058,1.481388,0.01486795,
3433.476395,1.481333,0.014751062,
3434.065934,1.481282,0.014636836,
3434.655676,1.481232,0.014524959,
3435.24562,1.481185,0.014415281,
3435.835767,1.48114,0.014307521,
3436.426117,1.481097,0.014201554,
3437.01667,1.481057,0.014097129,
3437.607425,1.481018,0.013994147,
3438.198384,1.480981,0.013892383,
3438.789546,1.480946,0.013791763,
3439.380911,1.480913,0.013692088,
3439.97248,1.480881,0.013593241,
3440.564253,1.480851,0.013495241,
3441.156228,1.480822,0.013397795,
3441.748408,1.480795,0.013300943,
3442.340792,1.480769,0.013204604,
3442.933379,1.480744,0.013108643,
3443.526171,1.48072,0.013012996,
3444.119167,1.480697,0.012917668,
3444.712367,1.480675,0.012822548,
3445.305771,1.480653,0.012727653,
3445.89938,1.480633,0.012632947,
3446.493193,1.480613,0.01253827,
3447.087211,1.480594,0.012443783,
3447.681434,1.480575,0.012349338,
3448.275862,1.480556,0.012254914,
3448.870495,1.480538,0.012160559,
3449.465333,1.480521,0.012066197,
3450.060376,1.480503,0.01197182,
3450.655625,1.480486,0.011877545,
3451.251079,1.480469,0.011783181,
3451.846738,1.480452,0.01168885,
3452.442603,1.480435,0.011594553,
3453.038674,1.480418,0.011500227,
3453.634951,1.480401,0.011405939,
3454.231434,1.480383,0.011311631,
3454.828122,1.480366,0.011217309,
3455.425017,1.480349,0.01112304,
3456.022119,1.480331,0.01102877,
3456.619426,1.480313,0.01093457,
3457.21694,1.480295,0.010840447,
3457.814661,1.480277,0.010746289,
3458.412589,1.480258,0.01065229,
3459.010723,1.480239,0.010558337,
3459.609064,1.480219,0.010464441,
3460.207612,1.480199,0.010370674,
3460.806368,1.480179,0.010276986,
3461.405331,1.480158,0.010183389,
3462.004501,1.480137,0.010089955,
3462.603878,1.480115,0.009996696,
3463.203463,1.480093,0.009903562,
3463.803256,1.48007,0.009810627,
3464.403257,1.480047,0.009717841,
3465.003465,1.480023,0.009625217,
3465.603881,1.479999,0.009532828,
3466.204506,1.479974,0.009440624,
3466.805339,1.479948,0.009348678,
3467.40638,1.479922,0.009257003,
3468.00763,1.479895,0.009165491,
3468.609088,1.479867,0.009074334,
3469.210755,1.479839,0.008983366,
3469.81263,1.47981,0.008892777,
3470.414715,1.479781,0.008802403,
3471.017008,1.479751,0.008712377,
3471.619511,1.47972,0.00862271,
3472.222222,1.479688,0.008533359,
3472.825143,1.479655,0.008444397,
3473.428274,1.479622,0.00835578,
3474.031614,1.479588,0.008267526,
3474.635163,1.479554,0.008179706,
3475.238923,1.479518,0.008092284,
3475.842892,1.479482,0.008005332,
3476.447071,1.479444,0.007918814,
3477.05146,1.479406,0.007832808,
3477.65606,1.479367,0.007747279,
3478.26087,1.479327,0.007662307,
3478.86589,1.479287,0.007577862,
3479.47112,1.479245,0.007494025,
3480.076562,1.479202,0.007410774,
3480.682214,1.479159,0.007328192,
3481.288077,1.479114,0.00724626,
3481.89415,1.479069,0.007165017,
3482.500435,1.479022,0.007084554,
3483.106931,1.478975,0.007004863,
3483.713639,1.478926,0.00692604,
3484.320557,1.478876,0.006848085,
3484.927688,1.478825,0.006771101,
3485.53503,1.478774,0.006695094,
3486.142583,1.478721,0.006620174,
3486.750349,1.478667,0.006546357,
3487.358326,1.478611,0.006473759,
3487.966516,1.478555,0.006402405,
3488.574917,1.478498,0.006332374,
3489.183531,1.478439,0.006263788,
3489.792357,1.47838,0.006196732,
3490.401396,1.478319,0.006131206,
3491.010648,1.478258,0.006067427,
3491.620112,1.478195,0.006005405,
3492.229789,1.478132,0.005945236,
3492.839679,1.478067,0.005887018,
3493.449782,1.478002,0.005830923,
3494.060098,1.477936,0.005776942,
3494.670627,1.477869,0.005725242,
3495.28137,1.477802,0.00567592,
3495.892327,1.477734,0.005629037,
3496.503497,1.477666,0.005584689,
3497.11488,1.477598,0.00554299,
3497.726478,1.47753,0.005503994,
3498.338289,1.477461,0.005467802,
3498.950315,1.477393,0.005434456,
3499.562555,1.477325,0.005404034,
3500.175009,1.477258,0.005376563,
3500.787677,1.477191,0.005352093,
3501.40056,1.477125,0.005330629,
3502.013658,1.477061,0.005312177,
3502.62697,1.476998,0.005296738,
3503.240497,1.476936,0.005284272,
3503.85424,1.476876,0.00527474,
3504.468197,1.476819,0.005268067,
3505.082369,1.476763,0.00526417,
3505.696757,1.47671,0.005262936,
3506.31136,1.47666,0.005264234,
3506.926179,1.476613,0.005267913,
3507.541214,1.476568,0.005273799,
3508.156464,1.476528,0.005281691,
3508.77193,1.47649,0.005291369,
3509.387612,1.476457,0.005302598,
3510.00351,1.476427,0.005315122,
3510.619624,1.476401,0.005328654,
3511.235955,1.47638,0.005342909,
3511.852502,1.476363,0.005357566,
3512.469266,1.47635,0.005372312,
3513.086246,1.476341,0.005386812,
3513.703443,1.476337,0.005400715,
3514.320857,1.476337,0.005413672,
3514.938489,1.476341,0.005425347,
3515.556337,1.47635,0.005435368,
3516.174402,1.476362,0.005443401,
3516.792685,1.476379,0.005449102,
3517.411185,1.4764,0.005452138,
3518.029903,1.476424,0.005452186,
3518.648839,1.476451,0.005448946,
3519.267992,1.476482,0.005442133,
3519.887364,1.476515,0.005431481,
3520.506953,1.476551,0.005416757,
3521.126761,1.476589,0.005397742,
3521.746786,1.476629,0.005374266,
3522.367031,1.476671,0.005346162,
3522.987493,1.476713,0.005313331,
3523.608175,1.476756,0.005275667,
3524.229075,1.4768,0.005233144,
3524.850194,1.476843,0.005185722,
3525.471532,1.476887,0.005133415,
3526.093089,1.476929,0.005076314,
3526.714865,1.476969,0.005014472,
3527.336861,1.477009,0.004948052,
3527.959076,1.477046,0.004877169,
3528.58151,1.477081,0.004802005,
3529.204164,1.477113,0.004722821,
3529.827038,1.477142,0.004639862,
3530.450132,1.477168,0.004553341,
3531.073446,1.477191,0.004463538,
3531.69698,1.477209,0.004370814,
3532.320735,1.477224,0.004275427,
3532.944709,1.477235,0.004177768,
3533.568905,1.477241,0.004078113,
3534.19332,1.477243,0.003976804,
3534.817957,1.477241,0.003874251,
3535.442814,1.477235,0.003770735,
3536.067893,1.477223,0.003666661,
3536.693192,1.477208,0.003562301,
3537.318712,1.477188,0.003458045,
3537.944454,1.477164,0.003354143,
3538.570418,1.477136,0.00325096,
3539.196602,1.477103,0.003148716,
3539.823009,1.477067,0.00304768,
3540.449637,1.477027,0.002948165,
3541.076487,1.476983,0.002850338,
3541.703559,1.476936,0.002754467,
3542.330854,1.476886,0.002660681,
3542.95837,1.476832,0.002569202,
3543.586109,1.476776,0.002480116,
3544.214071,1.476717,0.002393549,
